comment,toxic,comment_clean
move browser_view into this block or inline GetBrowserViewForBrowser(...) call,0,move browserview into this block or inline getbrowserviewforbrowser call
"not defined,
 
 should be pick($::fuel_settings['ldap']['ca_chain'], false)",0,not defined should be pickfuelsettingsldapcachain false
can we get rid of this ugly files/ convention too while we're here ?  we've fixed it in most other places too.,0,can we get rid of this ugly files convention too while we are here we have fixed it in most other places too
"The _verify_query_segregation()'s job done by calling _validate_query()-> _verify_query_segregation() is either useless or duplicated here, with the jobs done by _sanitize_query() here.
 
 How about unify _verify_query_segregation() and _sanitize_query() into one single function?",0,the verifyquerysegregations job done by calling validatequery verifyquerysegregation is either useless or duplicated here with the jobs done by sanitizequery here how about unify verifyquerysegregation and sanitizequery into one single function
sorry that was stupid :/,0,sorry that was stupid
useless now. is 'instance' always here?,0,useless now is instance always here
"you don't want to

  close(sock);
  close(sock6);

to avoid leaking on the error paths?

(not obvious to me what checking the close result helps with, either.)",0,you do not want to closesock closesock6 to avoid leaking on the error paths not obvious to me what checking the close result helps with either
"Would it? How about inlining? We'd need to run dead/redundant phi elimination after inlining on the whole graph, which we don't do.",0,would it how about inlining wed need to run deadredundant phi elimination after inlining on the whole graph which we do not do
git keeps track of it :-) I agree with David; remove unused code instead of commenting it out. I've spent too much time staring at commented-out code wondering why it was commented out and wondering if it shouldn't be.,0,git keeps track of it i agree with david remove unused code instead of commenting it out i have spent too much time staring at commentedout code wondering why it was commented out and wondering if it should not be
kill this,0,kill this
Da f*** is this?!?!,1,da f is this
Why do we still support @apply? - Maybe talk to meade@ about pulling this code out? It's not specced,0,why do we still support apply maybe talk to meade about pulling this code out it is not specced
Nice to output both a.ppid and b.pid.,0,nice to output both appid and bpid
make sense. Policy on subattributes are evil and should be removed... well actually subattributes are not great either ;),1,make sense policy on subattributes are evil and should be removed well actually subattributes are not great either
"No, EventDispatcherForTest instantiates a MessageLoop.
 
 I can pull the EventDispatcher shenanigans out of the uprev CL and stick them in here as well.",0,no eventdispatcherfortest instantiates a messageloop i can pull the eventdispatcher shenanigans out of the uprev cl and stick them in here as well
@Nonnul? Create a dummy RunnableHook?,0,nonnul create a dummy runnablehook
"if you're just going to do .* there, use the d command instead

 sed -i -e '/^UsePAM /d' ""${D}""/etc/ssh/sshd_config || die",0,if you are just going to do there use the d command instead sed i e usepam d detcsshsshdconfig die
this init needs to be removed.,0,this init needs to be removed
i feel like it'd be better to just remove these two lines and do what i suggest below.,0,i feel like itd be better to just remove these two lines and do what i suggest below
"node_uid should be nullable, because null is virtual sync node id. ))",0,nodeuid should be nullable because null is virtual sync node id
"Aha, stupid me :(! Updated the patch to use the structure directly. Thanks",0,aha stupid me updated the patch to use the structure directly thanks
Why changing the boolean condition here? Is self._protocol != 'FC' valid?,0,why changing the boolean condition here is selfprotocol fc valid
"stupid question.. dm-dnsmasq isn't a thing right, you meant bm-dnsmasq... ?",0,stupid question dmdnsmasq is not a thing right you meant bmdnsmasq
"L169-L178 are actually `expected_params = dict(params)',",0,l169l178 are actually expectedparams dictparams
"it's better to add a message here, such as: self.assertFalse(hit_limit, ""Failed: Hit quota limit !"")",0,it is better to add a message here such as selfassertfalsehitlimit failed hit quota limit
Damn...I've made that mistake before...,1,damni have made that mistake before
"Could you remove this comment while you're here? It's nonsense given line 1115, and only makes code harder to understand.",0,could you remove this comment while you are here it is nonsense given line 15 and only makes code harder to understand
I think this line should be removed,0,i think this line should be removed
"OnAssetsLoadedCallback is a OnceCallback. It gets consumed by the function like an std::unique_ptr. So, it needs to be mutable.",0,onassetsloadedcallback is a oncecallback it gets consumed by the function like an stduniqueptr so it needs to be mutable
"This isn't testing anything -- a mocked object (mock_client_init) can be called in arbitrary ways and will pass. It isn't actually running the object's code.
 
 What you want to do is:
 
  params = { # param list here }
  with mock.patch.object(client.Client, ""__init__"") as mock_client_init:
  mock_client_init.return_value = None
  neutron.NeutronAPI().get_client(my_context)
  mock_client_init.assertCalledOnceWith(params)",0,this is not testing anything a mocked object mockclientinit can be called in arbitrary ways and will pass it is not actually running the objects code what you want to do is params param list here with mockpatchobjectclientclient init as mockclientinit mockclientinitreturnvalue none neutronneutronapigetclientmycontext mockclientinitassertcalledoncewithparams
Darn it,1,darn it
"abort after exec, si older jack script with server mode to false",0,abort after exec si older jack script with server mode to false
"V[] is not suitable as we need lists of values.
ArrayList<V>[] can't be created in Java and FindBugs tells me than in ArrayList<V>[] values = (ArrayList<V>[]) new Object[size] the cast is incorrect.

In general Java's generics are crap. They are just a compilation time check and arrays support is broken because of inheritance of types.",1,v is not suitable as we need lists of values arraylistv can not be created in java and findbugs tells me than in arraylistv values arraylistv new objectsize the cast is incorrect in general javas generics are crap they are just a compilation time check and arrays support is broken because of inheritance of types
"ugh, and again, gerrit screws up.  this comment is about the line below (dir_pfx).",1,ugh and again gerrit screws up this comment is about the line below dirpfx
"again, pull tmp out of this scope and you don't need the strdup I think",0,again pull tmp out of this scope and you do not need the strdup i think
"that's _still_ an accident waiting to happen. and really ugly verbose code.

this kind of thing is what asprintf (or, since this is actually C++ and you need to string a bunch of these together anyway, android::base::StringPrintf and std::string operator+=) is for.

just say no to fixed-length buffers...",0,that is still an accident waiting to happen and really ugly verbose code this kind of thing is what asprintf or since this is actually c and you need to string a bunch of these together anyway androidbasestringprintf and stdstring operator is for just say no to fixedlength buffers
if ap.get_configuration_success() != chaos_constants.CONFIG_SUCCESS:,0,if apgetconfigurationsuccess chaosconstantsconfigsuccess
"extra "";"" at end which our checkers don't like.",0,extra at end which our checkers do not like
you are not indenting the => ! this is terrible !,1,you are not indenting the this is terrible
@Nonnull*3,0,nonnull3
should probably put `|| die` after these,0,should probably put die after these
".fb_fillrect	= drm_fb_helper_cfb_fillrect,
.fb_copyarea	= drm_fb_helper_cfb_copyarea,
.fb_imageblit	= drm_fb_helper_cfb_imageblit,",0,fbfillrect drmfbhelpercfbfillrect fbcopyarea drmfbhelpercfbcopyarea fbimageblit drmfbhelpercfbimageblit
"If it is actually useless, it's fine by me.",0,if it is actually useless it is fine by me
"pr_err should _not_ have KERN_ERR in the string, superfluous!",0,prerr should not have kernerr in the string superfluous
"If you use callbacks as the is_running_ (I am fine with that) it might be cleaner to add here:
 DCHECK(callback) << ""Null callback specified"";",0,if you use callbacks as the isrunning i am fine with that it might be cleaner to add here dcheckcallback null callback specified
"Please, use https://github.com/openstack/cinder/blob/master/cinder/utils.py#L731 for retries.",0,please use for retries
"move this to the die rather than also calling eerror

 die ""More than one instance of lcov-html"" \
     ""found! The instances are: ${LCOV_DIR}"" \
     "".......""",0,move this to the die rather than also calling eerror die more than one instance of lcovhtml found the instances are lcovdir
"Yeah, if you move

  pid_ = pid;

to this line and use pid instead of pid_ in your ptrace() call above, you can get rid of attached_ entirely.",0,yeah if you move pid pid to this line and use pid instead of pid in your ptrace call above you can get rid of attached entirely
"Tao, clone_replica should be deleted, a left over from the previous implementation - it was replaced by create_replica_test_volume",0,tao clonereplica should be deleted a left over from the previous implementation it was replaced by createreplicatestvolume
If you're adding an addCleanup to handle the unrescue then you should remove this block.,0,if you are adding an addcleanup to handle the unrescue then you should remove this block
"According to our latest meeting, which we did not decide on any specific approach, we talked about having something like ""huawei_qos=True, huawei_min_iops=10000, netapp_qos=False"" etc. What you are proposing in this spec is the standard extra specs that would be the same for all vendors, I am not sure if I agree on this approach yet.",0,according to our latest meeting which we did not decide on any specific approach we talked about having something like huaweiqostrue huaweiminiops10 netappqosfalse etc what you are proposing in this spec is the standard extra specs that would be the same for all vendors i am not sure if i agree on this approach yet
Please remove tengs and tbarzic while you're in here.,0,please remove tengs and tbarzic while you are in here
"hmm, i'll see.  this code started off as a straight port from the bash (which is why there's globals like this).  i think i'll kill off the --testing arg completely once i'm happy this code actually works, and the unittests give good coverage (it should actually already).

so in light of this being destined for death, i'm not sure i want to bother with this restructure.  if i planned on keeping it, i'd def agree with your class/object approach.",0,hmm i will see this code started off as a straight port from the bash which is why theres globals like this i think i will kill off the testing arg completely once i am happy this code actually works and the unittests give good coverage it should actually already so in light of this being destined for death i am not sure i want to bother with this restructure if i planned on keeping it id def agree with your classobject approach
"Oops, now you just need to use your MockCPUInfoReader here too.",0,oops now you just need to use your mockcpuinforeader here too
"edit: okay, ignore that comment, I'm an idiot. ;) I somehow thought this was a file name.

Guess you'll need some platform-specific translation logic then (since BOARD_ID_SUPPORT means you have to define a board_id() function which must return an integer), so I guess that answers my question about generalizing that function as well.",0,edit okay ignore that comment i am an idiot i somehow thought this was a file name guess you will need some platformspecific translation logic then since boardidsupport means you have to define a boardid function which must return an integer so i guess that answers my question about generalizing that function as well
"What about loop devices, removable devices such as cdroms? They will also be in a list, but do we really want them for installing OS? I'd rather prefer to use the same mechanism as it is in ohai. Ohai parses /sys/block directory, and we can get there a plenty of useful parameters. I want to see if block device is removable or not, if device WR or RO, model name, wwn, ID_PATH, ID_BUS. All those parameters are needed for advanced deployment. For example, I want root fs to be located on a slow shit disk, but I want swap or database partitions to be located on ssd. Maybe we don't need to do this in this particular commit, but we certainly need to have this in our plans.",1,what about loop devices removable devices such as cdroms they will also be in a list but do we really want them for installing os id rather prefer to use the same mechanism as it is in ohai ohai parses sysblock directory and we can get there a plenty of useful parameters i want to see if block device is removable or not if device wr or ro model name wwn idpath idbus all those parameters are needed for advanced deployment for example i want root fs to be located on a slow shit disk but i want swap or database partitions to be located on ssd maybe we do not need to do this in this particular commit but we certainly need to have this in our plans
"Well, if someone is commenting out a probe, they could also comment out the common data element...  But, as I was implying in the above comment, this was just a dirty hack.  My aim was to try to make dependencies explicit (as opposed to the hidden dependency chain cause by the Memorize calls).  Will see what I can do.

BTW -- is it safe to load EC and main FW in parallel?  how about both in parallel with touchpad?",0,well if someone is commenting out a probe they could also comment out the common data element but as i was implying in the above comment this was just a dirty hack my aim was to try to make dependencies explicit as opposed to the hidden dependency chain cause by the memorize calls will see what i can do btw is it safe to load ec and main fw in parallel how about both in parallel with touchpad
"I can imagine the case when user uses re-provision of the node -> start deploy -> stop deploy. After this sequence of actions, current state will be messed to a degree when it's easier to destroy your cluster rather than try to deploy it.",0,i can imagine the case when user uses reprovision of the node start deploy stop deploy after this sequence of actions current state will be messed to a degree when it is easier to destroy your cluster rather than try to deploy it
"Can't we just:

ExpandedForEachType = llvm::FunctionType::get(VoidTy, { RsExpandKernelDriverInfoPfxPtrTy, Int32Ty, Int32Ty, Int32Ty }, false);

Similarly for ExpandedReduceType below.",0,can not we just expandedforeachtype llvmfunctiontypegetvoidty rsexpandkerneldriverinfopfxptrty int32ty int32ty int32ty false similarly for expandedreducetype below
please remove white spaces.,0,please remove white spaces
"While using paper-toast significantly simplifies this, I am currently failing to right adjust the UNDO button properly as mandated by the MD spec: https://material.io/guidelines/components/snackbars-toasts.html#snackbars-toasts-specs
 
 (Details: https://storage.googleapis.com/material-design/publish/material_v_11/assets/0B57Y8yNEHsZPaTBmR1lJeTdVT0k/components_toasts_tabletdesktop3.png)
 
 My CSS fu is failing me here, so any help is appreciated :)",0,while using papertoast significantly simplifies this i am currently failing to right adjust the undo button properly as mandated by the md spec details my css fu is failing me here so any help is appreciated
Ack. Why the heck isn't this enforced by git cl format/a linter?!,1,ack why the heck is not this enforced by git cl formata linter
They're now the same and I've changed the name to reflect that.,0,they are now the same and i have changed the name to reflect that
The entire new code needs only to be executed in the if(bRecord) condition.,0,the entire new code needs only to be executed in the ifbrecord condition
I suppose we should not even build bubble_sync_promo_view_util.h and bubble_sync_promo_view_util.cc on ChromeOS.,0,i suppose we should not even build bubblesyncpromoviewutilh and bubblesyncpromoviewutilcc on chromeos
Should be StoreRefIndexed if you have a ref.,0,should be storerefindexed if you have a ref
rcomp_targets = StrenghtenedRcompTarget;,0,rcomptargets strenghtenedrcomptarget
"This is still LVM_iSCSI, also below. Please change.",0,this is still lvmiscsi also below please change
"I was trying to match the shell's behavior, but if you think that this stuff should be fatal (which makes sense) I can have it abort.",0,i was trying to match the shells behavior but if you think that this stuff should be fatal which makes sense i can have it abort
"you can just break if windows[i]->dirty, no need to go to the end of the list.",0,you can just break if windowsidirty no need to go to the end of the list
"I missed this one: you also add the flag to 
$(TARGET_2ND_ARCH_VAR_PREFIX)TARGET_GLOBAL_LDFLAGS for multilib build.
On the other hand you can add the flag separately to TARGET_GLOBAL_LDFLAGS in all the build/core/combon/TARGET_linux-*.mk.",0,i missed this one you also add the flag to target2ndarchvarprefixtargetgloballdflags for multilib build on the other hand you can add the flag separately to targetgloballdflags in all the buildcorecombontargetlinuxmk
"Similar to create_recordset, could you do a ""recordset = self._get_priority(recordset)"" here instead of calling self.get_recordset",0,similar to createrecordset could you do a recordset selfgetpriorityrecordset here instead of calling selfgetrecordset
"I read the comment as ""o fuck, not again"" :-P",1,i read the comment as o fuck not again p
For z_size_t you should need only zconf.h.,0,for zsizet you should need only zconfh
This comment needs to be removed.,0,this comment needs to be removed
"Remove.

""Let the shell script and MIMO updater check the PID.""",0,remove let the shell script and mimo updater check the pid
The original logo sucks more ass than a rimjob prostitute,1,the original logo sucks more ass than a rimjob prostitute
"Hack hack hack! You should add a DCHECK that the third one is not identical, because sooner or later somebody will turn triples into a marker too.",0,hack hack hack you should add a dcheck that the third one is not identical because sooner or later somebody will turn triples into a marker too
toLowerCase(Locale.US) to avoid the Turkish i problem,0,tolowercaselocaleus to avoid the turkish i problem
Urk. Wow. This is terrible. You unearthed quite a wart here -,1,urk wow this is terrible you unearthed quite a wart here
This really feels like it should be folded into check_flags_only* instead.,0,this really feels like it should be folded into checkflagsonly instead
damn English! :),1,damn english
This is monochrome_public_common_apk_or_module_tmpl.,0,this is monochromepubliccommonapkormoduletmpl
"Yes, i make a such stupid mistake.
 Thanks.",0,yes i make a such stupid mistake thanks
"No, it seems to just complete without doing anything.

Once again, I'm not sure if it should really be this tool's job to check for validity. I'd see it as a very dumb, low-level MMC command generator. Callers can run blockprotect read themselves if they want to figure out whether the action they're taking makes sense.",0,no it seems to just complete without doing anything once again i am not sure if it should really be this tools job to check for validity id see it as a very dumb lowlevel mmc command generator callers can run blockprotect read themselves if they want to figure out whether the action they are taking makes sense
need to quantify excessive. perhaps >42 metric shite tons,1,need to quantify excessive perhaps 42 metric shite tons
/* top_level_url */,0,toplevelurl
"Ok, if this is just for shill (client side), then you need to use only DBusDaemon, and not DBusServiceDaemon",0,ok if this is just for shill client side then you need to use only dbusdaemon and not dbusservicedaemon
"delete states_[i].fingers;

Also, it's okay to delete NULL, so you can remove the 'if' one line above",0,delete statesifingers also it is okay to delete null so you can remove the if one line above
Perhaps add a dummy method for _assigned_alarms() in this class and optionally use abc to explicit what must be implemented to make a new kind of AlarmService.,0,perhaps add a dummy method for assignedalarms in this class and optionally use abc to explicit what must be implemented to make a new kind of alarmservice
You're leaking memory - please use a std::unique_ptr.,0,you are leaking memory please use a stduniqueptr
adb and fastboot both have this logic in their Android.mk files,0,adb and fastboot both have this logic in their androidmk files
I agree using regexes is ugly but this is how the response verification works. I will extract them as variables.,1,i agree using regexes is ugly but this is how the response verification works i will extract them as variables
I am assuming these are all dummy placeholders for now. File bug(s) and leave todos to flesh them all out properly.,0,i am assuming these are all dummy placeholders for now file bugs and leave todos to flesh them all out properly
nit: end with a colon :,0,nit end with a colon
how about a CHECK in the ctor instead? having WiFi::Start fail silently would suck.,1,how about a check in the ctor instead having wifistart fail silently would suck
subnet = subnet or self.subnet,0,subnet subnet or selfsubnet
"This is most likely a crappy generator, as well. Can we just use distribution(GetRandomNumber) below?",1,this is most likely a crappy generator as well can we just use distributiongetrandomnumber below
"Good point, 
 
  so shamed for this stupid error.
  
  I remember I have changed to os_compute_api, not sure why it still here.
 
  For I rebase the patch to the master. 
  The git tells me the conflict, some former commit has removed v3, which means I should not also V3.",0,good point so shamed for this stupid error i remember i have changed to oscomputeapi not sure why it still here for i rebase the patch to the master the git tells me the conflict some former commit has removed v3 which means i should not also v3
"> our utils.execute totally ignores run_as_root kwarg
 
 I guess the correct solution is to fix utils.execute rather than to cripple its callers.",0,our utilsexecute totally ignores runasroot kwarg i guess the correct solution is to fix utilsexecute rather than to cripple its callers
"Prefer using kMaxValue = STORE_CLOSED as the last value, and use the 2 argument UMA_HISTOGRAM_ENUMERATION
 
 go/histograms-howto#enum-histograms",0,prefer using kmaxvalue storeclosed as the last value and use the 2 argument umahistogramenumeration gohistogramshowtoenumhistograms
"Can we leave the check, just weaken it?

 quick_code != nullptr || HasVmap

It is not totally gratuitous, as the JNI compiler does not push a Vmap...",0,can we leave the check just weaken it quickcode nullptr hasvmap it is not totally gratuitous as the jni compiler does not push a vmap
"sigh. I find it funny that gerrit is too lazy to do this, and yet is non-lazy enough that the ""change merged"" post still gets put on all bugs when written like this.",0,sigh i find it funny that gerrit is too lazy to do this and yet is nonlazy enough that the change merged post still gets put on all bugs when written like this
"You can just use std::numeric_limits<T>::min() and max() instead of GetIntLimit, they are constexpr in C++11",0,you can just use stdnumericlimitstmin and max instead of getintlimit they are constexpr in c11
"It's 0x8000 * 0x8000, so this is special-casing SHORT_MIN*SHORT_MIN. The multiply function in basic_op.h does it that way too.",0,it is 0x80 0x80 so this is specialcasing shortminshortmin the multiply function in basicoph does it that way too
They should be equivalent in this case. But the styleguide says to prefer our WTF versions.,0,they should be equivalent in this case but the styleguide says to prefer our wtf versions
"That's because PipelineManager used to get a publisher_manager as arg, and created TransformerManager itself. Now both have to be created before and passed as arg. :)
 
 I've reorganized this code a bit, and remove the useless ext_name arg.",0,that is because pipelinemanager used to get a publishermanager as arg and created transformermanager itself now both have to be created before and passed as arg i have reorganized this code a bit and remove the useless extname arg
GetArea() is just W*H not W*H*kBytesPerPixel. I would suggest using Resource::MaybeSizeInBytes() with a uint64_t |size_in_bytes| to get the size in bytes and check for overflow at the same time.,0,getarea is just wh not whkbytesperpixel i would suggest using resourcemaybesizeinbytes with a uint64t sizeinbytes to get the size in bytes and check for overflow at the same time
"Done. Unfortunately a RunLoop does not allow multiple Run() calls, which is why having a naked RunLoop member does not really work here. I would like to be able to call WaitForResult multiple times on the same TestCallback instance. This requires wrapping the RunLoop in either a std::unique_ptr or base::Optional to be able to replace it with a new instance.",0,done unfortunately a runloop does not allow multiple run calls which is why having a naked runloop member does not really work here i would like to be able to call waitforresult multiple times on the same testcallback instance this requires wrapping the runloop in either a stduniqueptr or baseoptional to be able to replace it with a new instance
Use aData.nCount instead.,0,use adatancount instead
You should probably either handle view == null or add a DCHECK,0,you should probably either handle view null or add a dcheck
convert all subprocess to cros_build_lib.RunCommand,0,convert all subprocess to crosbuildlibruncommand
Why are you preserving the noop jobs here? they should be removed.,0,why are you preserving the noop jobs here they should be removed
"The presubmit failed here due to type mismathc, you probably want std::min<uint64_t>(max_space_size, 64)",0,the presubmit failed here due to type mismathc you probably want stdminuint64tmaxspacesize 64
Done - changed to expect list and look for this error exactly before killing.,0,done changed to expect list and look for this error exactly before killing
"should justcheck self._modprobed is false, or raise otherwise.",0,should justcheck selfmodprobed is false or raise otherwise
Another white-space only line (two more below).,0,another whitespace only line two more below
"This is not ideal but I think a good tradeoff. It allows us to keep the current semantics of HasPendingActivity().
 
 In order to get rid of this trait we would need to model ExecutionContext to have a regular reference to ASW and then explicitly remove that reference once HasPendingActivity() would go to false. That's maybe doable but should be done separately.",0,this is not ideal but i think a good tradeoff it allows us to keep the current semantics of haspendingactivity in order to get rid of this trait we would need to model executioncontext to have a regular reference to asw and then explicitly remove that reference once haspendingactivity would go to false that is maybe doable but should be done separately
This is annoying. How about just locking the cha lock eagerly and collecting the dead pointers when iterating over th emethod_code_map_?,0,this is annoying how about just locking the cha lock eagerly and collecting the dead pointers when iterating over th emethodcodemap
another potential bug. Nonsense never match?,0,another potential bug nonsense never match
"I think you have several failure cases that are not covered:
* bad URL
* failure to decode
* other?",0,i think you have several failure cases that are not covered bad url failure to decode other
"If use spec_set=image_cache.ImageCache, then it doesn't know about the master_dir attribute. And the test fails.",0,if use specsetimagecacheimagecache then it does not know about the masterdir attribute and the test fails
"They are stupid now, but they are valuable when someone else (or me later) changes code.

For example, someone might want to ""optimize"" ResolveVersion RPC by removing instance presence check in case the version is given as hex digest already (assuming this check will be done in GetInstanceURL anyway). This will introduce a security bug in /client which these stupid tests would catch. Except I forgot to add this particular test here >_< (I've added it to CL 1105622 that implements legacy variant of this check).

Added it now.",1,they are stupid now but they are valuable when someone else or me later changes code for example someone might want to optimize resolveversion rpc by removing instance presence check in case the version is given as hex digest already assuming this check will be done in getinstanceurl anyway this will introduce a security bug in client which these stupid tests would catch except i forgot to add this particular test here i have added it to cl 1105622 that implements legacy variant of this check added it now
It's better to call cls.isolated_creds.get_alt_creds() to keep consistency with cls.isolated_creds.is_multi_tenant().,0,it is better to call clsisolatedcredsgetaltcreds to keep consistency with clsisolatedcredsismultitenant
"This call looks like useless. emm....I think instance already to be nova object.
 
 And there is same convert in the get_image_from_system_metadata.
 https://github.com/openstack/nova/blob/master/nova/utils.py#L1101",0,this call looks like useless emmi think instance already to be nova object and there is same convert in the getimagefromsystemmetadata
"why couldn't your abort address be 1? for an LDRB, say.",0,why could not your abort address be 1 for an ldrb say
"RecordParsedArg # imo

Also, see my comments in cbuildbot; this doesn't belong here (the only user of it is cbuildbot's custom derivatives after all; thus it should be layered there, or move all of the api crap down into here).",1,recordparsedarg imo also see my comments in cbuildbot this does not belong here the only user of it is cbuildbots custom derivatives after all thus it should be layered there or move all of the api crap down into here
Why can't you include linux/binder.h instead of duplicating it?,0,why can not you include linuxbinderh instead of duplicating it
gtest should go below base.,0,gtest should go below base
"By ""directly use"" I mean that the modules which used quantum.agent.dhcp_agent.DhcpPluginApi can now use quantum.api.rpc.pluginnotifiers.plugin_rpc_api.DhcpPluginApi.",0,by directly use i mean that the modules which used quantumagentdhcpagentdhcppluginapi can now use quantumapirpcpluginnotifierspluginrpcapidhcppluginapi
"You should do this atomically saving a backup of existing astute.yaml:
 
 1. dump new yaml to (self.PATH + "".new""), remove it on error
 
 2. copy(self.PATH, self.PATH + "".old"")
 
 3. move(self.PATH + "".new"", self.PATH)",0,you should do this atomically saving a backup of existing astuteyaml 1 dump new yaml to selfpath new remove it on error 2 copyselfpath selfpath old 3 moveselfpath new selfpath
nit: nuke the white space,1,nit nuke the white space
What a terrible but accurate thought. I suppose we should collect the callbacks and run them all afterward.,1,what a terrible but accurate thought i suppose we should collect the callbacks and run them all afterward
"if you're doing comparisons that aren't == or !=, you're insane anyway :-)",1,if you are doing comparisons that are not or you are insane anyway
i'm only stupid half the time :P,0,i am only stupid half the time p
"Minor nit, fix the useless param name while you're in this chunk of code. ""run"", ""canRun"", etc.  ""b"" is like having a road sign in front of a dangerous curve that says ""This is a road sign"".",0,minor nit fix the useless param name while you are in this chunk of code run canrun etc b is like having a road sign in front of a dangerous curve that says this is a road sign
"Yes, I would be nice to get rid of the SetStateUnsafe pattern. The issue is that if you have SuspendAll in a suspended thread state and use a ScopedObjectAccess, it will deadlock. The SetStateUnsafe to runnable is a hack to get around this.",0,yes i would be nice to get rid of the setstateunsafe pattern the issue is that if you have suspendall in a suspended thread state and use a scopedobjectaccess it will deadlock the setstateunsafe to runnable is a hack to get around this
"Again, a little bit of prose in the commit description would be nice.  Generally anything other than super trivial changes (e.g. the one where you removed the useless variable) should have some description in the commit message.",0,again a little bit of prose in the commit description would be nice generally anything other than super trivial changes eg the one where you removed the useless variable should have some description in the commit message
nit: don't need braces if the body and the for state itself are both one liners,0,nit do not need braces if the body and the for state itself are both one liners
Annotate with @NotNull.,0,annotate with notnull
"What a terrible failure...

https://i.kym-cdn.com/entries/icons/facebook/000/007/784/what-year-is-it-robin-williams.jpg",0,what a terrible failure
"No, unions don't automatically keep track of which member is in use and needs to be destroyed.",0,no unions do not automatically keep track of which member is in use and needs to be destroyed
these all sound like they should be configurable/set in wf_config.py,0,these all sound like they should be configurableset in wfconfigpy
"yes, you're right. damn!",1,yes you are right damn
"remove all of this audio init, down to end of function.",0,remove all of this audio init down to end of function
"Sorry, that was just a smart ass comment.",1,sorry that was just a smart ass comment
"as we discussed offline, you're working at a runtime system, you should be prepared to get your hands dirty :)

- streams don't support exclusive locking
- streams can't be constructed from FDs (with standard libraries).
- your ""newline"" interpretation is wrong. ""newline"" is merely a separator. You'll need to code similar stuff over streams as well.",0,as we discussed offline you are working at a runtime system you should be prepared to get your hands dirty streams do not support exclusive locking streams can not be constructed from fds with standard libraries your newline interpretation is wrong newline is merely a separator you will need to code similar stuff over streams as well
This part of code is then useless.,0,this part of code is then useless
What's this for? why do you need to touch SELinuxNeverallowTestGen.py?,0,what is this for why do you need to touch selinuxneverallowtestgenpy
"That's yucky. Mind adding a DCHECK for the name, maybe?",1,that is yucky mind adding a dcheck for the name maybe
"I forgot to delete it.
 yes. I admit it. I am dumb.",0,i forgot to delete it yes i admit it i am dumb
"woops, silly me -- there are *four* fields. I forgot to list ""instance_info""!",0,woops silly me there are four fields i forgot to list instanceinfo
"Pedantic nit: It's stupid, but we try to be consistent today about using ""InfoBar"" instead of ""Infobar"" in camel-case contexts.

(I would happily review a change that fixed this everywhere, but I kinda don't want to introduce piecemeal inconsistency.)",0,pedantic nit it is stupid but we try to be consistent today about using infobar instead of infobar in camelcase contexts i would happily review a change that fixed this everywhere but i kinda do not want to introduce piecemeal inconsistency
"Remove the old, dead code.",0,remove the old dead code
Implement this as an `Equal` method of InductionInfo?,0,implement this as an equal method of inductioninfo
You are missing a current_id = id;,0,you are missing a currentid id
"Oops, my silly git management with several clones of this meant that I completely overwrote the changes I made thanks to Xiaoqian. It should be all good again now.",0,oops my silly git management with several clones of this meant that i completely overwrote the changes i made thanks to xiaoqian it should be all good again now
This is dumb.  Just have two possible new names and switch to another one if it's already set to the default one.,1,this is dumb just have two possible new names and switch to another one if it is already set to the default one
"Yea, I'll shoot for L1.",0,yea i will shoot for l1
Killing the dbus ones seems to work (on brillo at least). I can confirm experimentally that libutils is needed though.,0,killing the dbus ones seems to work on brillo at least i can confirm experimentally that libutils is needed though
rv is unassigned.,0,rv is unassigned
"To use process.stdout and stderr you have to specify stdout=self.dut.PIPE, stderr=self.dut.PIPE",0,to use processstdout and stderr you have to specify stdoutselfdutpipe stderrselfdutpipe
In my codebase atomic-inline.h does nothing than including atomic.h. Should we just include atomic.h instead and even remove atomic-inline.h?,0,in my codebase atomicinlineh does nothing than including atomich should we just include atomich instead and even remove atomicinlineh
"flash_ec, die",0,flashec die
"Why is ig_filter = None in L485 but ""None"" (string) below in L487? Is ig.get('initiatorgroup') a string?",0,why is igfilter none in l485 but none string below in l487 is iggetinitiatorgroup a string
"Damn, yes I forgot that I'm no longer serializing the original AndroidProject and the reproxied version will always (incorrectly) succeed in deserialize. I've added the version check (not exactly sure I'm checking the right thing tho)",1,damn yes i forgot that i am no longer serializing the original androidproject and the reproxied version will always incorrectly succeed in deserialize i have added the version check not exactly sure i am checking the right thing tho
"https://icons.googleplex.com/#ic_signal_cellular_4_bar

This matches the UI mocks.",0,this matches the ui mocks
Please discuss this through with maria. I suspect you'd like to propagate even empty sections to upper layers and let the server decide.,0,please discuss this through with maria i suspect youd like to propagate even empty sections to upper layers and let the server decide
"Ah, this is why your hack only runs for USID = 0",0,ah this is why your hack only runs for usid 0
/data/anr should not be writable to the shell user. Known security hole.,0,dataanr should not be writable to the shell user known security hole
These eqlx_* are vendor specific. Promoting this to the base doesn't look good. Is there another way?,0,these eqlx are vendor specific promoting this to the base does not look good is there another way
"Heck yeah.  :)

I could also call this attribute ""dry_run"", instead.  I only didn't because it is explicitly replacing ArchvingStage.debug, which was called, obviously, ""debug"".",0,heck yeah i could also call this attribute dryrun instead i only did not because it is explicitly replacing archvingstagedebug which was called obviously debug
